x,y,layer1,layer2,voltage1,voltage2,current
1143.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8176,-0.0137732
1143.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8177,33.8177,-0.0063577
1143.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8177,33.8177,-0.0063577
1143.66,2166.66,TOP_LAYER,BOTTOM_LAYER,0.111191,0.11154,-0.104548
1143.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8187,-0.0447571
1143.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8187,-0.0447571
1143.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1143.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1143.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1143.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8191,33.8191,-0.00655274
1143.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8191,33.8191,-0.00655274
1158.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8172,33.8174,-0.0438932
1158.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8172,33.8174,-0.0438932
1158.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8176,-0.0137732
1158.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8176,-0.0137732
1158.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8176,-0.0137732
1158.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8177,33.8177,-0.0063577
1158.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8177,33.8177,-0.0063577
1158.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8187,-0.0447571
1158.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8187,-0.0447571
1158.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1158.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1158.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8189,33.8189,-0.0140855
1158.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8191,33.8191,-0.00655274
1158.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8191,33.8191,-0.00655274
1173.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1173.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1173.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1173.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1173.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1173.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1173.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1173.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1173.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1173.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1173.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1173.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1173.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1173.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1178.66,491.665,TOP_LAYER,BOTTOM_LAYER,0.111549,0.111594,-0.0135044
1178.66,531.665,TOP_LAYER,BOTTOM_LAYER,0.111523,0.111426,0.0291209
1178.66,571.665,TOP_LAYER,BOTTOM_LAYER,0.111485,0.111309,0.0526468
1178.66,2226.66,TOP_LAYER,BOTTOM_LAYER,0.112022,0.111905,0.0349227
1178.66,2266.66,TOP_LAYER,BOTTOM_LAYER,0.112002,0.111783,0.0657108
1178.66,2306.66,TOP_LAYER,BOTTOM_LAYER,0.111953,0.111695,0.0772151
1183.89,95.6413,TOP_LAYER,BOTTOM_LAYER,0.11319,0.112967,0.0667685
1183.89,292.492,TOP_LAYER,BOTTOM_LAYER,0.112564,0.112188,0.112658
1183.89,883.043,TOP_LAYER,BOTTOM_LAYER,0.110841,0.110942,-0.0301592
1183.89,2556.27,TOP_LAYER,BOTTOM_LAYER,0.111426,0.111461,-0.0102172
1183.89,2654.7,TOP_LAYER,BOTTOM_LAYER,0.111395,0.111432,-0.0111262
1183.89,2753.12,TOP_LAYER,BOTTOM_LAYER,0.111389,0.111422,-0.00995271
1188.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1188.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1188.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1188.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1188.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1188.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1188.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1188.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1188.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1188.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1188.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1188.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1188.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1188.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1203.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1203.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8169,33.817,-0.0451683
1203.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1203.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1203.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.0115023
1203.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1203.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8175,33.8175,-0.0055415
1203.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1203.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.8182,33.8184,-0.0463341
1203.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1203.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1203.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0118834
1203.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1203.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8188,33.8188,-0.00578423
1218.66,491.665,TOP_LAYER,BOTTOM_LAYER,0.111567,0.111819,-0.0753575
1218.66,531.665,TOP_LAYER,BOTTOM_LAYER,0.111535,0.111546,-0.00319682
1218.66,571.665,TOP_LAYER,BOTTOM_LAYER,0.111509,0.111397,0.0334362
1218.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8166,33.8169,-0.065667
1218.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8166,33.8169,-0.065667
1218.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1218.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1218.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1218.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.00951349
1218.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.00951349
1218.66,2226.66,TOP_LAYER,BOTTOM_LAYER,0.112172,0.112005,0.0500622
1218.66,2266.66,TOP_LAYER,BOTTOM_LAYER,0.112064,0.11186,0.061135
1218.66,2306.66,TOP_LAYER,BOTTOM_LAYER,0.111966,0.111756,0.0627931
1218.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.818,33.8182,-0.0681555
1218.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.818,33.8182,-0.0681555
1218.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1218.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1218.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1218.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0100853
1218.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0100853
1238.92,1191.08,TOP_LAYER,BOTTOM_LAYER,33.763,33.763,9.16114e-11
1238.92,1291.08,TOP_LAYER,BOTTOM_LAYER,33.813,33.8151,-3.42565
1228.66,726.665,TOP_LAYER,BOTTOM_LAYER,0.111091,0.111122,-0.00918698
1228.66,2461.66,TOP_LAYER,BOTTOM_LAYER,0.111473,0.111521,-0.0143831
1239.79,2925.53,TOP_LAYER,BOTTOM_LAYER,33.7644,33.7644,-4.58057e-11
1239.79,3025.53,TOP_LAYER,BOTTOM_LAYER,33.8145,33.8165,-3.39002
1233.66,1441.66,TOP_LAYER,BOTTOM_LAYER,33.8166,33.8169,-0.065667
1233.66,1456.66,TOP_LAYER,BOTTOM_LAYER,33.8166,33.8169,-0.065667
1233.66,1471.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1233.66,1486.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1233.66,1501.66,TOP_LAYER,BOTTOM_LAYER,33.8171,33.8171,-0.0202639
1233.66,1516.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.00951349
1233.66,1531.66,TOP_LAYER,BOTTOM_LAYER,33.8173,33.8173,-0.00951349
1233.66,3176.66,TOP_LAYER,BOTTOM_LAYER,33.818,33.8182,-0.0681555
1233.66,3191.66,TOP_LAYER,BOTTOM_LAYER,33.818,33.8182,-0.0681555
1233.66,3206.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1233.66,3221.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1233.66,3236.66,TOP_LAYER,BOTTOM_LAYER,33.8184,33.8184,-0.0212939
1233.66,3251.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0100853
1233.66,3266.66,TOP_LAYER,BOTTOM_LAYER,33.8186,33.8186,-0.0100853
1242.73,395.289,TOP_LAYER,BOTTOM_LAYER,0.11549,0.113547,0.580882
1242.73,2130.29,TOP_LAYER,BOTTOM_LAYER,0.113882,0.113335,0.163514
1258.66,491.665,TOP_LAYER,BOTTOM_LAYER,0.111581,0.111732,-0.0449087
1258.66,531.665,TOP_LAYER,BOTTOM_LAYER,0.111545,0.111548,-0.000995418
1258.66,571.665,TOP_LAYER,BOTTOM_LAYER,0.111501,0.111424,0.0227589
1258.66,2226.66,TOP_LAYER,BOTTOM_LAYER,0.112096,0.111982,0.0339928
1258.66,2266.66,TOP_LAYER,BOTTOM_LAYER,0.11204,0.111858,0.0544306
1258.66,2306.66,TOP_LAYER,BOTTOM_LAYER,0.111952,0.111769,0.0550113
1282.31,292.492,TOP_LAYER,BOTTOM_LAYER,0.115724,0.113178,0.761113
1282.31,883.043,TOP_LAYER,BOTTOM_LAYER,0.112005,0.111161,0.25242
1282.31,1867.29,TOP_LAYER,BOTTOM_LAYER,0.114007,0.113614,0.117444
1282.31,2556.27,TOP_LAYER,BOTTOM_LAYER,0.111472,0.111493,-0.00651536
1282.31,2654.7,TOP_LAYER,BOTTOM_LAYER,0.111476,0.111459,0.00492938
1282.31,2753.12,TOP_LAYER,BOTTOM_LAYER,0.111473,0.111448,0.00752325
1293.66,436.665,TOP_LAYER,BOTTOM_LAYER,0.35071,0.35071,-2.48959e-13
1293.66,2171.66,TOP_LAYER,BOTTOM_LAYER,0.198927,0.198927,-1.32778e-13
1331.52,981.468,TOP_LAYER,BOTTOM_LAYER,0.112201,0.111305,0.267972
1331.52,1867.29,TOP_LAYER,BOTTOM_LAYER,0.114412,0.114563,-0.0452476
1331.52,2064.15,TOP_LAYER,BOTTOM_LAYER,0.115138,0.11476,0.11329
1331.52,2359.42,TOP_LAYER,BOTTOM_LAYER,0.111574,0.111667,-0.0277147
1331.52,2556.27,TOP_LAYER,BOTTOM_LAYER,0.111482,0.111509,-0.00823864
1331.52,2654.7,TOP_LAYER,BOTTOM_LAYER,0.111478,0.111473,0.00154601
1331.52,2753.12,TOP_LAYER,BOTTOM_LAYER,0.111475,0.111462,0.00388817
1333.66,771.665,TOP_LAYER,BOTTOM_LAYER,0.111952,0.111281,0.20067
1333.66,2506.66,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111531,-0.0132604
1380.74,95.6413,TOP_LAYER,BOTTOM_LAYER,0.115705,0.115366,0.101363
1380.74,292.492,TOP_LAYER,BOTTOM_LAYER,0.116417,0.115936,0.143967
1380.74,883.043,TOP_LAYER,BOTTOM_LAYER,0.112207,0.111348,0.256852
1380.74,1867.29,TOP_LAYER,BOTTOM_LAYER,0.115054,0.114899,0.046496
1380.74,1965.72,TOP_LAYER,BOTTOM_LAYER,0.11545,0.115169,0.0842706
1380.74,2064.15,TOP_LAYER,BOTTOM_LAYER,0.115511,0.115153,0.106958
1380.74,2654.7,TOP_LAYER,BOTTOM_LAYER,0.111482,0.111475,0.00198461
1382.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115254,0.115175,0.0236415
1382.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.11526,0.115212,0.014116
1382.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115268,0.115239,0.00868783
1382.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115273,0.115254,0.00576123
1382.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115271,0.115246,0.00750055
1382.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115257,0.115211,0.0140127
1382.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115162,0.115132,0.00887751
1382.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,9.6529e-07
1383.66,990.09,TOP_LAYER,BOTTOM_LAYER,0.112293,0.111383,0.272016
1383.66,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111479,0.111465,0.00420841
1427.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115257,0.115175,0.0245305
1427.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115265,0.115216,0.0146831
1427.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115276,0.115245,0.00937747
1427.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115287,0.115264,0.00688596
1427.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115292,0.115268,0.00714844
1427.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.11529,0.115248,0.0126543
1427.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115254,0.115203,0.0153269
1427.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,1.12274e-06
1429.95,194.067,TOP_LAYER,BOTTOM_LAYER,0.116803,0.116082,0.215448
1429.95,1867.29,TOP_LAYER,BOTTOM_LAYER,0.11531,0.115155,0.0461982
1429.95,1965.72,TOP_LAYER,BOTTOM_LAYER,0.115625,0.115339,0.0855327
1429.95,2064.15,TOP_LAYER,BOTTOM_LAYER,0.115731,0.115399,0.0992574
1443.66,776.665,TOP_LAYER,BOTTOM_LAYER,33.763,33.763,-0
1443.66,2511.66,TOP_LAYER,BOTTOM_LAYER,33.7644,33.7644,-0
1472.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115264,0.115176,0.026338
1472.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115275,0.115222,0.0159134
1472.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115291,0.115256,0.0105438
1472.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115309,0.115281,0.00840953
1472.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115325,0.115305,0.00619397
1472.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115338,0.115303,0.0105974
1472.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115357,0.115289,0.020341
1472.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,1.12843e-06
1479.16,95.6413,TOP_LAYER,BOTTOM_LAYER,0.116828,0.116102,0.217065
1479.16,292.492,TOP_LAYER,BOTTOM_LAYER,0.117336,0.116418,0.274581
1479.16,1867.29,TOP_LAYER,BOTTOM_LAYER,0.115543,0.11537,0.0518723
1479.16,1965.72,TOP_LAYER,BOTTOM_LAYER,0.115859,0.115527,0.0992928
1479.16,2064.15,TOP_LAYER,BOTTOM_LAYER,0.115993,0.115625,0.109917
1493.66,990.09,TOP_LAYER,BOTTOM_LAYER,0.112855,0.113908,-0.31492
1493.66,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111485,0.111486,-0.000279227
1517.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115274,0.115179,0.0286712
1517.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.11529,0.11523,0.0177401
1517.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115312,0.115271,0.012198
1517.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115337,0.115303,0.010294
1517.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115365,0.115348,0.00523286
1517.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115394,0.115364,0.00886882
1517.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115459,0.115376,0.0249208
1517.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,1.10642e-06
1528.37,194.067,TOP_LAYER,BOTTOM_LAYER,0.117481,0.116826,0.195861
1528.37,1375.17,TOP_LAYER,BOTTOM_LAYER,0.115278,0.11511,0.0501817
1528.37,1867.29,TOP_LAYER,BOTTOM_LAYER,0.11597,0.115734,0.0705369
1528.37,1965.72,TOP_LAYER,BOTTOM_LAYER,0.116448,0.115917,0.158621
1528.37,2064.15,TOP_LAYER,BOTTOM_LAYER,0.116639,0.11607,0.170043
1528.37,2753.12,TOP_LAYER,BOTTOM_LAYER,0.111485,0.111486,-0.000198097
1542.1,990.09,TOP_LAYER,BOTTOM_LAYER,0.112991,0.113932,-0.28127
1542.1,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-7.34503e-05
1562.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115288,0.115182,0.0317039
1562.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115308,0.115239,0.020492
1562.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115335,0.115287,0.0145456
1562.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115369,0.115327,0.0126112
1562.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115408,0.115393,0.00454774
1562.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115451,0.115425,0.00776279
1562.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115555,0.115457,0.0295891
1562.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,1.02359e-06
1577.59,95.6413,TOP_LAYER,BOTTOM_LAYER,0.117492,0.116891,0.179523
1577.59,292.492,TOP_LAYER,BOTTOM_LAYER,0.118157,0.117159,0.298579
1577.59,2064.15,TOP_LAYER,BOTTOM_LAYER,0.117061,0.11628,0.233487
1590.55,990.09,TOP_LAYER,BOTTOM_LAYER,0.113212,0.113973,-0.227665
1590.55,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,3.77014e-05
1607.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115319,0.115192,0.0380455
1607.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115343,0.115264,0.0237817
1607.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.11538,0.115324,0.0167647
1607.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115428,0.115378,0.0148723
1607.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115487,0.11548,0.00211824
1607.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115552,0.115536,0.00462389
1607.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115713,0.115598,0.0343238
1607.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,1.28437e-08
1623.66,291.665,TOP_LAYER,BOTTOM_LAYER,0.119493,0.117404,0.624733
1623.66,2026.66,TOP_LAYER,BOTTOM_LAYER,0.117534,0.116436,0.328419
1626.8,194.067,TOP_LAYER,BOTTOM_LAYER,0.118828,0.117314,0.452874
1626.8,1867.29,TOP_LAYER,BOTTOM_LAYER,0.116331,0.116032,0.089183
1626.8,1965.72,TOP_LAYER,BOTTOM_LAYER,0.117271,0.116303,0.289382
1639,990.09,TOP_LAYER,BOTTOM_LAYER,0.113311,0.114019,-0.211665
1639,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,8.97318e-05
1652.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.11533,0.115201,0.0386641
1652.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115357,0.115278,0.0235318
1652.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115398,0.115344,0.0163423
1652.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115452,0.115403,0.0146313
1652.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115518,0.115517,0.000258075
1652.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.11559,0.115583,0.00222618
1652.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115768,0.115656,0.0335583
1652.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-3.91722e-07
1676.01,95.6413,TOP_LAYER,BOTTOM_LAYER,0.118216,0.117276,0.281133
1676.01,1867.29,TOP_LAYER,BOTTOM_LAYER,0.116464,0.116141,0.0964389
1676.01,1965.72,TOP_LAYER,BOTTOM_LAYER,0.117862,0.116454,0.420999
1676.01,2064.15,TOP_LAYER,BOTTOM_LAYER,0.118248,0.116611,0.489476
1687.44,990.09,TOP_LAYER,BOTTOM_LAYER,0.113385,0.11406,-0.201926
1687.44,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111487,0.111486,0.000111622
1697.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115341,0.115209,0.0395324
1697.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115369,0.11529,0.0237611
1697.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115414,0.11536,0.0163057
1697.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115472,0.115423,0.0145346
1697.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115543,0.115548,-0.00145648
1697.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.11562,0.115621,-0.000180192
1697.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115807,0.115702,0.0313009
1697.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-8.34062e-07
1698.66,261.665,TOP_LAYER,BOTTOM_LAYER,0.120167,0.117687,0.741505
1698.66,1996.66,TOP_LAYER,BOTTOM_LAYER,0.1189,0.116653,0.671999
1725.22,194.067,TOP_LAYER,BOTTOM_LAYER,0.11926,0.117683,0.471454
1725.22,1867.29,TOP_LAYER,BOTTOM_LAYER,0.116575,0.116259,0.0943554
1725.22,1965.72,TOP_LAYER,BOTTOM_LAYER,0.117497,0.116533,0.288164
1735.89,990.09,TOP_LAYER,BOTTOM_LAYER,0.113435,0.114061,-0.186918
1735.89,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111487,0.111486,0.000107126
1742.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.11535,0.115215,0.0404054
1742.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.11538,0.115299,0.0241842
1742.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115427,0.115372,0.0164423
1742.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115487,0.115439,0.0144486
1742.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115561,0.115572,-0.00309333
1742.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.11564,0.11565,-0.0028137
1742.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115826,0.115737,0.0264708
1742.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-1.28283e-06
1773.66,291.665,TOP_LAYER,BOTTOM_LAYER,0.119541,0.117754,0.534264
1773.66,2026.66,TOP_LAYER,BOTTOM_LAYER,0.117804,0.116687,0.33408
1774.44,95.6413,TOP_LAYER,BOTTOM_LAYER,0.118397,0.117551,0.252763
1774.44,1867.29,TOP_LAYER,BOTTOM_LAYER,0.11657,0.116279,0.0871368
1774.44,2064.15,TOP_LAYER,BOTTOM_LAYER,0.117765,0.116713,0.314612
1784.34,990.09,TOP_LAYER,BOTTOM_LAYER,0.113463,0.114066,-0.180501
1784.34,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111487,0.111486,0.000105129
1787.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115358,0.115219,0.0413414
1787.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115388,0.115305,0.0247935
1787.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115436,0.11538,0.0167416
1787.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115498,0.11545,0.01441
1787.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.115573,0.115588,-0.00462783
1787.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115652,0.11567,-0.00566098
1787.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115824,0.115764,0.0181443
1787.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-1.40062e-06
1832.78,1412.22,TOP_LAYER,BOTTOM_LAYER,0.115355,0.11522,0.0402632
1832.78,1457.22,TOP_LAYER,BOTTOM_LAYER,0.115388,0.115307,0.0241318
1832.78,1502.22,TOP_LAYER,BOTTOM_LAYER,0.115438,0.115383,0.0162979
1832.78,1547.22,TOP_LAYER,BOTTOM_LAYER,0.115501,0.115455,0.0139407
1832.78,1592.22,TOP_LAYER,BOTTOM_LAYER,0.11558,0.115598,-0.00537415
1832.78,1637.22,TOP_LAYER,BOTTOM_LAYER,0.115658,0.115683,-0.0076159
1832.78,1682.22,TOP_LAYER,BOTTOM_LAYER,0.115814,0.115782,0.0094914
1832.78,3147.22,TOP_LAYER,BOTTOM_LAYER,0.111486,0.111486,-1.45008e-06
1832.78,990.09,TOP_LAYER,BOTTOM_LAYER,0.113483,0.114075,-0.17697
1832.78,2725.09,TOP_LAYER,BOTTOM_LAYER,0.111487,0.111486,9.94648e-05
